X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
30000.0,1.0,2.0,1.0,38.0,1.0,2.0,2.0,2.0,0.0,0.0,9303.0,9009.0,13861.0,13344.0,13972.0,18735.0,0.0,5000.0,0.0,1000.0,5000.0,0.0,1
130000.0,2.0,3.0,1.0,26.0,0.0,0.0,2.0,2.0,2.0,0.0,121329.0,128791.0,127881.0,133130.0,127159.0,131069.0,11000.0,2600.0,9000.0,0.0,6000.0,5000.0,0
130000.0,1.0,1.0,1.0,47.0,2.0,2.0,2.0,2.0,2.0,2.0,115704.0,117277.0,118814.0,119915.0,121325.0,122052.0,4900.0,5000.0,4503.0,4605.0,4400.0,4204.0,1
120000.0,2.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,115653.0,108971.0,83592.0,22321.0,32150.0,36644.0,5000.0,5000.0,2000.0,20000.0,10000.0,10000.0,0
80000.0,2.0,1.0,1.0,44.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-60.0,2400.0,595.0,1810.0,737.0,2555.0,2460.0,595.0,1815.0,737.0,2555.0,4290.0,0
360000.0,2.0,2.0,1.0,48.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
140000.0,2.0,2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,106526.0,85019.0,82784.0,81458.0,86227.0,84646.0,4000.0,3000.0,4000.0,7000.0,0.0,4000.0,0
20000.0,1.0,2.0,1.0,53.0,0.0,0.0,2.0,2.0,-2.0,-1.0,19646.0,20077.0,19462.0,0.0,0.0,150.0,3000.0,30.0,0.0,0.0,150.0,850.0,0
210000.0,1.0,1.0,2.0,41.0,0.0,-1.0,-1.0,-2.0,-2.0,-2.0,62261.0,6615.0,0.0,0.0,0.0,0.0,6615.0,0.0,0.0,0.0,0.0,0.0,0
240000.0,1.0,2.0,1.0,32.0,2.0,2.0,2.0,0.0,0.0,0.0,127418.0,135942.0,132640.0,135320.0,138523.0,141618.0,10400.0,0.0,4500.0,5000.0,5000.0,5000.0,1
60000.0,2.0,1.0,2.0,27.0,-1.0,-1.0,2.0,0.0,0.0,0.0,1130.0,7.0,7.0,11965.0,11958.0,12069.0,7.0,0.0,11958.0,0.0,611.0,0.0,0
70000.0,1.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,47873.0,52440.0,55961.0,63341.0,64694.0,67905.0,6000.0,5000.0,10000.0,3000.0,5000.0,3000.0,0
310000.0,1.0,1.0,1.0,39.0,1.0,-1.0,0.0,0.0,0.0,0.0,166517.0,18901.0,19781.0,22432.0,24058.0,25646.0,150000.0,1500.0,3000.0,2000.0,2000.0,3000.0,1
20000.0,2.0,2.0,1.0,32.0,1.0,2.0,2.0,2.0,0.0,0.0,17044.0,16478.0,19098.0,18397.0,18696.0,38282.0,0.0,3200.0,0.0,700.0,700.0,500.0,1
620000.0,2.0,1.0,2.0,38.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,1966.0,35703.0,1241.0,-119.0,23969.0,5567.0,35703.0,1241.0,119.0,24088.0,0.0,0.0,0
50000.0,1.0,2.0,3.0,41.0,-1.0,-1.0,0.0,0.0,0.0,0.0,780.0,12667.0,6713.0,6452.0,6188.0,4048.0,12667.0,1055.0,184.0,182.0,153.0,100.0,0
130000.0,2.0,2.0,1.0,48.0,-1.0,-1.0,-1.0,2.0,0.0,-1.0,390.0,390.0,1170.0,780.0,390.0,390.0,390.0,1170.0,0.0,0.0,390.0,390.0,0
70000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,24817.0,27424.0,28406.0,29013.0,29625.0,30404.0,3018.0,1500.0,1000.0,1001.0,1191.0,1000.0,0
50000.0,1.0,2.0,2.0,26.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100000.0,2.0,1.0,1.0,51.0,1.0,-2.0,-2.0,-1.0,2.0,2.0,0.0,0.0,0.0,300.0,150.0,780.0,0.0,0.0,300.0,0.0,630.0,0.0,0
80000.0,2.0,2.0,2.0,42.0,2.0,2.0,2.0,2.0,2.0,2.0,73981.0,76489.0,77611.0,78683.0,80315.0,81887.0,9625.0,3000.0,2900.0,3000.0,3000.0,0.0,0
30000.0,2.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,9847.0,10857.0,11877.0,12891.0,13960.0,14082.0,1181.0,1201.0,1215.0,1284.0,490.0,0.0,0
170000.0,2.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,172523.0,164962.0,169636.0,152603.0,114885.0,105735.0,8000.0,9000.0,5800.0,3505.0,3500.0,3300.0,0
210000.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,206714.0,197252.0,140440.0,122678.0,120215.0,112973.0,7868.0,5000.0,5004.0,4500.0,3950.0,3800.0,0
280000.0,2.0,1.0,2.0,34.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2793.0,1356.0,19497.0,10164.0,1089.0,26218.0,1356.0,19497.0,10173.0,1089.0,28217.0,0.0,0
50000.0,2.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,13452.0,14524.0,15586.0,16622.0,17344.0,17864.0,1300.0,1300.0,1300.0,1000.0,800.0,1000.0,0
140000.0,2.0,1.0,2.0,28.0,1.0,2.0,0.0,0.0,0.0,0.0,86761.0,84546.0,87251.0,88227.0,90170.0,92044.0,0.0,5000.0,3300.0,3500.0,3500.0,3550.0,0
70000.0,2.0,3.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,105991.0,67243.0,67533.0,28653.0,29253.0,26185.0,2777.0,1751.0,969.0,1004.0,938.0,1122.0,0
80000.0,2.0,2.0,1.0,46.0,1.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,650.0,0.0,0
100000.0,2.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,102724.0,100186.0,102604.0,101856.0,101105.0,101071.0,4600.0,5000.0,4000.0,4000.0,4200.0,3800.0,0
250000.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,123148.0,135439.0,42090.0,61558.0,80894.0,93938.0,15447.0,12004.0,21558.0,20894.0,15000.0,20000.0,0
160000.0,1.0,2.0,1.0,62.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,1.0,2.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,18844.0,20039.0,21076.0,20578.0,19046.0,18998.0,1500.0,1371.0,2000.0,2000.0,1000.0,1000.0,0
20000.0,1.0,3.0,1.0,45.0,1.0,3.0,2.0,2.0,0.0,0.0,18838.0,18243.0,18849.0,17724.0,17524.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,1
140000.0,1.0,2.0,1.0,30.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
490000.0,2.0,2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,-1.0,26088.0,24092.0,24488.0,16995.0,-1527.0,62491.0,2003.0,2041.0,1092.0,4.0,64895.0,3003.0,0
400000.0,1.0,2.0,2.0,37.0,1.0,-1.0,0.0,0.0,0.0,0.0,396343.0,394858.0,395716.0,385947.0,305542.0,271385.0,423903.0,15100.0,14600.0,13000.0,9500.0,9500.0,0
150000.0,1.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,94020.0,78038.0,63176.0,52807.0,34199.0,32061.0,3040.0,5000.0,10116.0,5000.0,6000.0,3000.0,0
20000.0,1.0,2.0,1.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1572.0,1386.0,999.0,2640.0,1000.0,0.0,1386.0,1003.0,2640.0,1000.0,0.0,0.0,0
50000.0,2.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,42822.0,43872.0,25400.0,24202.0,25904.0,27567.0,2000.0,2000.0,1000.0,2000.0,2000.0,2000.0,0
180000.0,2.0,3.0,1.0,36.0,0.0,0.0,0.0,-1.0,0.0,0.0,8911.0,5838.0,-2.0,120442.0,90430.0,92325.0,1034.0,2.0,120444.0,3236.0,3352.0,3897.0,0
20000.0,1.0,3.0,2.0,48.0,3.0,2.0,2.0,7.0,7.0,7.0,250.0,250.0,250.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1
140000.0,2.0,1.0,1.0,34.0,1.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,401.0,3930.0,3951.0,0.0,12555.0,401.0,3930.0,3951.0,0.0,12555.0,0.0,0
20000.0,2.0,3.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14218.0,13573.0,14137.0,13737.0,12680.0,12067.0,1700.0,1500.0,0.0,0.0,1067.0,392.0,0
500000.0,2.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,264479.0,275025.0,285034.0,290002.0,295756.0,302149.0,15000.0,14500.0,10370.0,11000.0,11000.0,13000.0,0
90000.0,2.0,2.0,2.0,25.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50000.0,1.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,37293.0,35441.0,26265.0,19526.0,13250.0,11250.0,1634.0,1420.0,391.0,300.0,500.0,0.0,0
20000.0,2.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,-1.0,7434.0,8453.0,9249.0,9438.0,5700.0,1140.0,1300.0,3000.0,189.0,0.0,1140.0,390.0,0
240000.0,2.0,1.0,2.0,28.0,-1.0,2.0,2.0,-1.0,-1.0,-2.0,5018.0,2300.0,0.0,2500.0,0.0,0.0,0.0,200.0,2500.0,0.0,0.0,0.0,0
160000.0,2.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,159637.0,155003.0,158156.0,153699.0,127366.0,117812.0,5580.0,5680.0,4950.0,4350.0,4300.0,4360.0,0
130000.0,1.0,1.0,2.0,29.0,0.0,0.0,-1.0,-1.0,2.0,0.0,9700.0,0.0,72.0,10458.0,10149.0,11805.0,0.0,72.0,10458.0,0.0,2000.0,1230.0,0
120000.0,2.0,1.0,1.0,38.0,1.0,-2.0,-1.0,0.0,0.0,-2.0,0.0,0.0,4050.0,4050.0,0.0,0.0,0.0,4051.0,0.0,0.0,7.0,7.0,0
10000.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2989.0,3454.0,2917.0,1473.0,390.0,1320.0,2000.0,1000.0,29.0,390.0,1320.0,0.0,0
360000.0,2.0,2.0,2.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61793.0,79467.0,26943.0,148307.0,71373.0,7406.0,79651.0,26943.0,148307.0,71373.0,7406.0,3021.0,0
250000.0,2.0,2.0,1.0,44.0,0.0,0.0,2.0,2.0,2.0,0.0,6107.0,8837.0,8535.0,10647.0,10352.0,12788.0,3000.0,0.0,3000.0,0.0,3000.0,3000.0,0
80000.0,2.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,80088.0,81371.0,79183.0,64862.0,58651.0,55230.0,4791.0,2418.0,2118.0,2066.0,2150.0,3000.0,0
140000.0,2.0,1.0,2.0,30.0,0.0,0.0,2.0,0.0,0.0,2.0,78095.0,84781.0,82558.0,80376.0,85281.0,84688.0,8000.0,0.0,3500.0,5900.0,0.0,3000.0,0
500000.0,2.0,3.0,2.0,44.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1275.0,0.0,0.0,1300.0,0.0,1275.0,0.0,0.0,1300.0,0.0,0.0,1
500000.0,2.0,2.0,1.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7593.0,8660.0,0.0,30498.0,1174.0,0.0,8677.0,0.0,30498.0,1174.0,0.0,800.0,0
130000.0,2.0,3.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,100184.0,99001.0,88214.0,90167.0,90682.0,92672.0,4700.0,3200.0,3403.0,3300.0,3500.0,3300.0,0
50000.0,1.0,1.0,2.0,28.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
260000.0,2.0,1.0,2.0,28.0,1.0,-2.0,-1.0,-1.0,-2.0,-2.0,0.0,0.0,355.0,2165.0,2165.0,0.0,0.0,355.0,2835.0,335.0,335.0,335.0,0
180000.0,2.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,-1.0,55193.0,48257.0,42128.0,39654.0,42954.0,22543.0,5000.0,6000.0,10000.0,15000.0,23000.0,5445.0,0
50000.0,2.0,1.0,2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1389.0,722.0,179.0,10100.0,13285.0,5489.0,722.0,179.0,10100.0,13285.0,5489.0,0.0,0
150000.0,2.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,109835.0,110255.0,110247.0,110955.0,105145.0,105377.0,5500.0,5300.0,3853.0,4000.0,4000.0,3952.0,0
80000.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,24906.0,26242.0,27360.0,27480.0,29642.0,28779.0,2000.0,1800.0,1100.0,3000.0,0.0,1000.0,0
140000.0,2.0,1.0,1.0,42.0,2.0,2.0,2.0,0.0,0.0,0.0,141321.0,141836.0,139070.0,134168.0,135678.0,136494.0,4300.0,1003.0,4854.0,5500.0,5200.0,5100.0,1
100000.0,2.0,2.0,1.0,39.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,7700.0,0.0,0.0,0.0,0.0,7700.0,0.0,0.0,0.0,0
130000.0,2.0,2.0,1.0,27.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,792.0,0.0,396.0,485.0,46773.0,47313.0,0.0,396.0,485.0,46684.0,1700.0,1712.0,0
120000.0,2.0,1.0,2.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,22027.0,51757.0,113157.0,106767.0,30237.0,-1280.0,35000.0,100000.0,0.0,0.0,0.0,2750.0,0
80000.0,1.0,1.0,2.0,31.0,1.0,2.0,2.0,0.0,0.0,0.0,61241.0,62155.0,56049.0,50829.0,50687.0,47362.0,2515.0,16.0,2003.0,2013.0,5007.0,113.0,1
130000.0,1.0,2.0,2.0,35.0,0.0,0.0,-1.0,0.0,0.0,0.0,2541.0,0.0,7609.0,8217.0,9741.0,8308.0,0.0,7609.0,2500.0,1600.0,510.0,299.0,0
220000.0,2.0,2.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,79226.0,78693.0,78297.0,78980.0,77817.0,77569.0,3900.0,3500.0,4000.0,2700.0,3000.0,10000.0,0
260000.0,2.0,2.0,2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,0
270000.0,1.0,3.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,263842.0,179711.0,185948.0,184252.0,183601.0,187003.0,11021.0,12041.0,8028.0,7001.0,5454.0,6001.0,0
220000.0,2.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,56477.0,32919.0,24175.0,37975.0,39752.0,33351.0,9005.0,10000.0,15000.0,9000.0,21000.0,0.0,0
80000.0,2.0,2.0,1.0,44.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1719.0,1732.0,1250.0,175.0,175.0,175.0,1000.0,1250.0,175.0,175.0,175.0,175.0,1
30000.0,2.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,25239.0,26847.0,26319.0,26868.0,25345.0,26781.0,3000.0,3000.0,2000.0,3304.0,2000.0,3000.0,0
50000.0,2.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,46179.0,38055.0,28857.0,27495.0,26344.0,24879.0,1881.0,1683.0,1064.0,900.0,862.0,1000.0,0
160000.0,1.0,1.0,1.0,42.0,2.0,2.0,0.0,0.0,2.0,2.0,14137.0,13613.0,14634.0,16532.0,15969.0,17701.0,0.0,1247.0,2145.0,0.0,2000.0,0.0,1
260000.0,2.0,1.0,2.0,25.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,359.0,7822.0,13926.0,15393.0,22746.0,2946.0,9188.0,13907.0,3015.0,10413.0,2960.0,3820.0,0
30000.0,1.0,3.0,2.0,30.0,1.0,2.0,2.0,2.0,2.0,2.0,4318.0,5096.0,6353.0,7092.0,7972.0,7702.0,1000.0,1500.0,1000.0,1000.0,0.0,1000.0,1
